driver_id,passenger_id,distance_to_pickup_km,estimated_pickup_time_mins,traffic_factor,base_fare,base_trip_fare,market_surge_factor,surge_fee,passenger_tip,driver_multiplier_bonus,total_passenger_payment,total_driver_earnings,effective_multiplier,compatibility_score,is_long_distance_pickup,event_awareness_score,driver_location,passenger_pickup_location,passenger_destination_location,driver_coin_multiplier,is_towards_home
32cd48eb-f9aa-48db-b3b6-3a7075ab4657,4225cc1e-da62-4c81-9393-b476b01714a6,12.55,77.17,2.05,30,225.75,1.49,109.57,0,0.0,335.32,335.32,1.49,4.0,True,0.0,Madiwala,Hebbal,Madiwala,1.0,False
da31ed37-1123-4012-96b7-cb472b3aaa0c,6f6a0db7-9746-4e32-a43d-74ddc7b45d52,23.98,104.86,1.46,30,90.9,1.0,0.0,0,0.0,90.9,90.9,1.0,60.0,True,0.0,Hoskote,Shanti Nagar,Madiwala,1.0,True
eb6983bb-b165-4168-b488-6bad26d6325e,f63f564c-6be9-47da-bab5-600e34b8f319,30.42,267.19,2.93,30,277.05,1.04,12.34,10,0.0,299.39,299.39,1.08,50.0,True,0.0,Devanahalli,Mahalakshmi Layout,Hosur Road,1.0,True
5474b6e1-9295-4112-92b8-6da6fe23a907,a2936325-525a-4ad4-bc54-48c9171b1f56,4.64,24.3,1.74,30,259.35,1.0,0.0,20,0.0,279.35,279.35,1.08,95.37,False,0.0,Bommanahalli,Bannerghatta,Marathahalli,1.0,False
5964237d-844c-4c20-89e8-6332a1a704ab,57d5d99f-382a-4fb5-8c78-9e480f48d3ad,7.09,32.23,1.51,30,65.25,1.63,40.91,0,0.0,106.16,106.16,1.63,82.27,True,99.0,Hebbal,Pulakeshinagar,Shivajinagar,1.0,True
1bd5daa7-8459-429b-a370-2b1ab623738b,ced73341-1170-4198-9d5c-483ea5619612,7.34,27.96,1.27,30,333.45,1.0,0.0,10,0.0,343.45,343.45,1.03,58.32,True,0.0,KR Puram,Whitefield,Malleshwaram,1.0,True
4906db75-eb8b-4bd9-a6dd-1ff9e6b21983,a4362de1-ead6-4783-83a0-57bd5587b069,13.31,47.07,1.18,30,208.35,1.0,0.0,0,52.09,208.35,260.44,1.25,40.0,True,0.0,Basavanagudi,Marathahalli,Chamrajpet,1.25,True
a377834a-c18e-48c1-97b5-85eb8e9234b1,84cc2aa2-4829-4c18-9cde-8fc263711088,65.53,301.03,1.53,30,868.05,1.0,0.0,0,0.0,868.05,868.05,1.0,58.13,True,0.0,Yelahanka,Kanakapura,Yeshwantpur,1.0,True
6007110b-f2cf-4156-a8c4-cefd93776ee6,b36f1bd2-3c13-414f-b7b0-d7cdbd2a262e,33.75,201.65,1.99,30,340.95,1.36,121.94,10,0.0,472.89,472.89,1.39,39.9,True,0.0,Rajaji Nagar,Anekal,Hosur Road,1.0,False
03a53eb9-40da-47fc-b067-b7547d24ba65,b3da85ce-b493-4330-8ea2-c5fba177fad3,1.41,4.39,1.04,30,130.65,1.04,4.72,0,0.0,135.37,135.37,1.04,85.0,False,0.0,Govindraj Nagar,Mysore Road,Jayanagar,1.0,False
5853a3b2-8862-475b-b324-2e696b03e710,1e66c67b-eb37-4c04-b696-4a94c0e2c23e,13.76,59.69,1.45,30,687.9,1.0,0.0,50,0.0,737.9,737.9,1.07,75.0,True,0.0,Hebbal,BTM Layout,Doddaballapur,1.0,False
a7112b41-da13-4e13-aa4c-7817c1002b6b,00c7a93a-e2a6-45b1-9351-2279fc3c259e,48.59,184.72,1.27,30,150.45,1.68,102.37,0,0.0,252.82,252.82,1.68,78.2,True,15.0,Magadi,CV Raman Nagar,Madiwala,1.0,True
174e201c-5825-4704-8709-7915fd428be7,a68d8153-e02a-48b4-9145-d7841a7ea819,54.68,269.41,1.64,30,271.05,1.0,0.0,50,0.0,321.05,321.05,1.18,76.47,True,0.0,Kanakapura,Dasarahalli,CV Raman Nagar,1.0,True
ef6d9cdb-3f95-4f0e-aa59-492836eca1d3,38bdf500-b251-4dd2-be6c-b3f0123480a5,39.41,190.71,1.61,30,518.1,1.43,223.13,0,0.0,741.23,741.23,1.43,71.81,True,0.0,Bommanahalli,Devanahalli,Chickpet,1.0,True
0ce576fb-ea8d-4bd2-9abd-f18cb882015f,b4c5a10d-27b1-4399-9480-b2ab0b775085,9.27,26.28,0.94,30,117.0,1.0,0.0,10,0.0,127.0,127.0,1.09,43.64,True,0.0,Mysore Road,BTM Layout,Padmanabhanagar,1.0,False
e370c2e4-aa49-44b1-b75e-2f9fe4e7c3d0,513a4480-6083-4024-9415-5939480237f6,2.47,10.43,1.41,30,182.4,1.0,0.0,0,0.0,182.4,182.4,1.0,100.0,False,0.0,Mysore Road,Rajarajeshwarinagar,Bommanahalli,1.0,True
8a5ffa53-0b46-4a47-8b0d-6c49e0a16c21,071633c2-6057-4ec2-be3e-a218864aba84,35.8,260.45,2.43,30,102.45,1.08,8.12,0,0.0,110.57,110.57,1.08,45.0,True,0.0,Anekal,Mekhri Circle,Shivajinagar,1.0,True
89648daa-6b0e-4c65-b8de-53fc77823c68,8d3fcfb9-29b2-41c5-8b7c-7fc141df71fe,5.08,34.11,2.24,30,317.7,1.57,180.66,0,0.0,498.36,498.36,1.57,64.62,True,31.0,Sarvagnanagar,KR Puram,Mysore Road,1.0,True
d1d594e4-04ff-4402-905c-22ce26c86718,06b6feb9-cf55-4387-afd3-50de813f757c,68.34,303.9,1.48,30,648.0,1.5,324.95,20,0.0,992.95,992.95,1.53,55.0,True,40.0,Hoskote,Ramanagaram,Rajaji Nagar,1.0,False
7d57d265-ab5a-44d8-9f04-18881cee53f4,8e8270ab-11e7-4e05-9d1d-d73a12628974,11.65,36.76,1.05,30,238.8,1.0,0.0,0,0.0,238.8,238.8,1.0,75.0,True,0.0,HSR Layout,KR Puram,Basavanagudi,1.0,True
cd5bf812-dfce-41ea-bdba-57ac6a9c2bf7,6a9f30eb-3691-43ee-8341-f24f09d9aad1,41.57,133.61,1.07,30,947.25,1.0,0.0,30,0.0,977.25,977.25,1.03,50.0,True,0.0,Bannerghatta,Kanakapura,Byatarayanapura,1.0,False
4b559093-34c3-4cb8-b672-60a66d85d302,1813a3b9-c52d-4487-9300-b357b623329f,24.51,141.74,1.93,30,175.5,1.0,0.0,0,0.0,175.5,175.5,1.0,34.36,True,0.0,Yelahanka,Hosur Road,Indiranagar,1.0,True
e96d48fc-1a44-416a-b50b-0e569bdf461f,eb8d7931-4c6b-48a1-8807-4470fbdcb9f0,19.5,144.42,2.47,30,174.6,1.06,10.71,10,0.0,195.31,195.31,1.12,35.0,True,0.0,Yelahanka,Marathahalli,Bommanahalli,1.0,True
2174dcb2-a2d8-4a1b-9257-4b53139f4657,1138d109-20d7-445b-9d9a-5cd02ebfbd5e,13.66,134.84,3.29,30,653.4,1.39,257.34,10,0.0,920.74,920.74,1.41,49.6,True,78.0,KR Puram,Chickpet,Ramanagaram,1.0,True
3f6498a6-32e3-46c4-99e7-c5013394af0f,e805aee0-94c2-4533-a389-bb71fc15df88,17.38,66.6,1.28,30,184.95,1.18,33.66,0,0.0,218.61,218.61,1.18,75.0,True,0.0,Whitefield,Bommanahalli,Govindraj Nagar,1.0,True
9f6b55c5-edfb-4321-9094-993d0cab68dc,fd7acec9-0a46-4f35-9ee3-014b9d590edf,28.83,121.34,1.4,30,454.35,1.0,0.0,0,0.0,454.35,454.35,1.0,35.0,True,0.0,Nelamangala,Pulakeshinagar,Nelamangala,1.0,False
1cb01b67-3009-4245-9694-089cdbcc8f87,a90684f2-a1af-48f5-bdf1-1603013d1db4,5.15,30.28,1.96,30,621.75,1.18,111.56,0,0.0,733.31,733.31,1.18,56.66,True,0.0,Rajarajeshwarinagar,Padmanabhanagar,Devanahalli,1.0,True
108a1489-e1cc-4ba2-a29b-bcc46301630b,d643d615-0904-420b-b564-d7fe754f4166,68.89,467.88,2.26,30,859.95,1.19,164.89,20,0.0,1044.84,1044.84,1.22,40.0,True,0.0,Whitefield,Channapatna,Yeshwantpur,1.0,True
844a0ecc-9323-4e68-a829-9f6b682d1238,f462beaf-70b5-4f67-bc85-c0f1c6f2b307,6.08,20.3,1.11,30,209.1,1.0,0.0,30,0.0,239.1,239.1,1.14,69.6,True,0.0,Rajarajeshwarinagar,Jayanagar,CV Raman Nagar,1.0,False
00e213b9-ed87-4be7-bbbc-21d94d9b7fcf,d9ecf5ae-b56d-4ef5-8576-1783a4ed3924,47.99,166.1,1.15,30,147.9,1.0,0.0,0,0.0,147.9,147.9,1.0,60.0,True,0.0,Ramanagaram,Pulakeshinagar,Byatarayanapura,1.0,True
143e9d0c-b366-4a11-9ab5-2ddb1371e04b,2a5049f8-d912-4e63-9064-82b0f4688b74,14.77,86.93,1.96,30,82.35,1.18,14.6,0,0.0,96.95,96.95,1.18,27.3,True,0.0,Mahadevapura,Gandhi Nagar,Shanti Nagar,1.0,True
7e160245-a4db-41a2-9e90-6272d15bccb9,bf5192ea-ceea-474b-947c-8cef7309ac16,4.9,22.13,1.51,30,168.3,1.2,33.95,20,0.0,222.25,222.25,1.32,100.0,False,0.0,Mahalakshmi Layout,Dasarahalli,Hebbal,1.0,False
49a74bc4-df90-445a-b1ed-2668971ba344,46c3ff6f-d7ac-4ba3-87e3-95ef95d0405f,42.23,145.74,1.15,30,595.35,1.44,264.24,10,0.0,869.59,869.59,1.46,80.6,True,0.0,Koramangala,Ramanagaram,Vijay Nagar,1.0,True
6ae02c00-ead9-4d42-bfde-62bdae4498a8,32f2a0d1-fe9b-4061-a196-5ad05cabc9b6,24.6,116.7,1.58,30,899.25,1.0,0.0,10,0.0,909.25,909.25,1.01,60.13,True,0.0,Channapatna,Kanakapura,Mahadevapura,1.0,True
b8366bf2-1f51-454a-93e7-a58570f04db7,3a502e78-a668-4918-9eab-2eddca1c6da2,19.96,146.56,2.45,30,437.1,1.25,108.1,10,0.0,555.2,555.2,1.27,23.2,True,0.0,Chickpet,Whitefield,Dasarahalli,1.0,False
7caecd9e-f6e8-44d1-a709-1ff2dcdb6df4,46fea52b-3ab7-4c76-bdc4-fe5026a1815e,20.21,73.82,1.22,30,257.4,1.0,0.0,20,0.0,277.4,277.4,1.08,70.0,True,0.0,Yelahanka,Koramangala,Byatarayanapura,1.0,True
03e488e5-6f16-41db-a9aa-59b13303a4d2,e5b31d1a-6959-4c2f-9791-0b95fb8031a4,14.13,48.71,1.15,30,148.95,1.0,0.0,20,0.0,168.95,168.95,1.13,70.0,True,0.0,Rajaji Nagar,Krishnarajapuram,Whitefield,1.0,True
24d7d1fb-24ea-4485-a2e6-be8e7e264d01,f656e4b2-0847-4c6f-a0fe-79fade46e007,14.26,74.75,1.75,30,224.55,1.89,199.19,10,0.0,433.74,433.74,1.93,70.17,True,10.0,Malleshwaram,Krishnarajapuram,Hebbal,1.0,True
d4346980-1f19-4d64-9ba5-071d1bbfcfec,13b6c686-447e-4590-9c97-f6fa11136a7a,16.06,64.62,1.34,30,234.0,1.0,0.0,0,58.5,234.0,292.5,1.25,40.0,True,0.0,JP Nagar,Mahadevapura,Jayanagar,1.25,True
967b7a82-ffc1-4294-8ab7-6b7b189115e0,729a3db8-f8fe-49f8-b9ca-4961d0cf6533,54.85,230.79,1.4,30,91.2,1.25,22.66,50,0.0,163.86,163.86,1.8,79.4,True,0.0,Kanakapura,Mekhri Circle,Chickpet,1.0,True
0cd9f726-1a0d-4060-8309-1154e037b638,e3392809-2ff5-4af5-9f09-e0e2aca2f415,24.52,71.19,0.97,30,684.9,1.0,0.0,30,0.0,714.9,714.9,1.04,65.0,True,0.0,Madiwala,Anekal,Ramanagaram,1.0,False
f8f94b16-182d-4c4a-a4b2-14757fc180fd,4b05b953-1704-4b14-9a0d-129d3bc91fe5,31.58,151.08,1.59,30,570.75,1.0,0.0,50,0.0,620.75,620.75,1.09,69.32,True,0.0,Hoskote,Govindraj Nagar,Devanahalli,1.0,False
7984fd98-ded7-48b3-b46f-149e1f092104,c1d8979a-7b98-40f5-b341-748ebf933f60,35.5,155.37,1.46,30,544.35,1.0,0.0,0,0.0,544.35,544.35,1.0,35.0,True,0.0,Chamrajpet,Devanahalli,Shanti Nagar,1.0,False
3911216d-acd8-4c78-affc-d3a961a2111a,2fcfedaa-4be5-45d3-b1cd-1d980f4d29e3,9.45,50.07,1.77,30,149.1,1.41,61.48,0,0.0,210.58,210.58,1.41,56.8,True,0.0,CV Raman Nagar,BTM Layout,Chickpet,1.0,True
8dbbebf2-0322-4504-8b3b-710c332c132e,c59a2aea-7662-4fc8-85f5-b78da1ae663b,30.5,142.27,1.55,30,298.65,1.27,81.45,0,0.0,380.1,380.1,1.27,89.51,True,0.0,Doddaballapur,Malleshwaram,Bannerghatta,1.0,True
1662e799-82cd-4233-bf69-d98a26aa06d8,abee579b-eaa3-4fb8-a15f-fae90b984416,6.36,52.64,2.76,30,101.25,1.14,13.8,0,0.0,115.05,115.05,1.14,43.18,True,0.0,HSR Layout,Indiranagar,Shanti Nagar,1.0,True
d42f7fc1-2611-43dc-98bf-8385bea325de,8dcb6acd-897c-4e89-a64e-42a1b23f59f5,38.69,211.53,1.82,30,817.65,1.0,0.0,0,0.0,817.65,817.65,1.0,15.66,True,0.0,Jayanagar,Ramanagaram,Yelahanka,1.0,False
59a32790-e242-4c33-a4cf-104aa943c9d9,2fcfedaa-4be5-45d3-b1cd-1d980f4d29e3,6.75,34.54,1.71,30,149.1,1.11,16.18,0,0.0,165.28,165.28,1.11,33.92,True,0.0,Shanti Nagar,BTM Layout,Chickpet,1.0,False
2ec2c495-405b-417c-97b4-2368abee4857,77360b49-200b-45b2-b173-fbb4de32cb30,51.11,268.95,1.75,30,166.95,1.05,8.85,0,0.0,175.8,175.8,1.05,39.76,True,0.0,Kanakapura,Shanti Nagar,Yeshwantpur,1.0,True
4868d601-216d-4ba1-aeca-5d51a8298840,db7d32d1-d721-4266-88d6-beeba2a282ba,5.68,21.31,1.25,30,125.7,1.7,87.71,10,0.0,223.41,223.41,1.78,78.6,True,95.0,Chamrajpet,JP Nagar,Mysore Road,1.0,False
d3ba28b1-4dfc-4c45-bfdf-9d8cf51792e0,d2d42ec0-20e5-496d-b735-80782a3ed802,11.54,37.45,1.08,30,777.0,1.11,88.26,0,0.0,865.26,865.26,1.11,60.0,True,0.0,Ramanagaram,Channapatna,Govindraj Nagar,1.0,True
a86af46e-ed16-4d3d-a339-42a061d7f4f1,b912c2e9-0676-4fcb-a63f-7af582f752b2,9.62,40.73,1.41,30,514.5,1.02,11.8,0,0.0,526.3,526.3,1.02,16.88,True,0.0,Koramangala,Mekhri Circle,Doddaballapur,1.0,False
2ded095e-fe9e-405b-9b30-ce7fcbf6250c,082c8cf2-6ba7-40f1-aca5-419e481983dc,13.19,56.35,1.42,30,643.2,1.11,71.25,0,0.0,714.45,714.45,1.11,40.0,True,0.0,Indiranagar,Bannerghatta,Magadi,1.0,True
3ec82932-7914-46c2-acd6-b7559b033191,4c76c7ac-bcc1-4d99-8d0c-1472f0ca270a,25.64,100.14,1.3,30,358.2,1.37,132.67,0,0.0,490.87,490.87,1.37,28.8,True,0.0,Hennur,Nelamangala,Byatarayanapura,1.0,False
59a364ec-d236-465c-b528-a63960cc5260,acbe5874-524a-4899-aee9-ec8be8e2aeaf,18.31,82.21,1.5,30,111.0,1.0,0.0,0,0.0,111.0,111.0,1.0,50.0,True,0.0,Hennur,Rajarajeshwarinagar,Govindraj Nagar,1.0,False
01f8d5b7-61fc-4e97-a78e-df6dbd18f0b5,fec8abd6-0c37-4adc-affc-c53a709b4120,5.52,24.39,1.47,30,176.7,1.0,0.0,50,0.0,226.7,226.7,1.28,97.39,True,0.0,Koramangala,Indiranagar,Byatarayanapura,1.0,False
efc6638b-1e14-4ed9-a2f7-9c9b74a8d1d6,65c37454-e5a2-4d5a-8f73-cf8c018eef95,35.73,151.72,1.42,30,362.55,1.16,58.38,0,0.0,420.93,420.93,1.16,50.0,True,0.0,Marathahalli,Nelamangala,Mysore Road,1.0,False
2a8b327a-7afd-4db4-a5d5-445e5589e624,e8350f4a-82bc-4214-9564-c22b965501c6,54.64,371.51,2.27,30,565.95,1.38,215.42,20,0.0,801.37,801.37,1.42,49.4,True,0.0,Indiranagar,Kanakapura,Anekal,1.0,False
59a32790-e242-4c33-a4cf-104aa943c9d9,434e6f0b-19b6-493b-a0ac-6fc52d96f5af,50.38,404.43,2.68,30,892.05,1.76,679.56,0,0.0,1571.61,1571.61,1.76,10.2,True,91.0,Shanti Nagar,Kanakapura,Mahadevapura,1.0,False
51ad7cad-3c58-4d58-96b5-b428ea32eaa1,d590fb31-617d-406c-a143-28fb6a060937,12.11,53.45,1.47,30,309.0,1.31,95.58,0,0.0,404.58,404.58,1.31,51.4,True,0.0,Yeshwantpur,Rajarajeshwarinagar,CV Raman Nagar,1.0,True
282bcb4e-6d17-471c-a642-f5a539f0a553,732dd1cf-d5d6-4b13-a379-81cb832fff9f,38.08,130.95,1.15,30,290.85,1.44,127.2,0,0.0,418.05,418.05,1.44,56.4,True,0.0,Ramanagaram,Basavanagudi,KR Puram,1.0,True
41051095-f87f-4a22-963e-a30b190d2e3d,5b048019-fd11-43ac-b423-9cabeb447806,4.2,19.75,1.57,30,137.55,1.19,26.64,0,0.0,164.19,164.19,1.19,95.87,False,0.0,Mahalakshmi Layout,Hebbal,Rajaji Nagar,1.0,False
97dfbcca-c1f2-4169-b603-fdfad1f74e12,5ee0e377-887d-4bdb-96b6-0ec8c32ffd6a,22.71,118.98,1.75,30,577.65,1.0,0.0,20,0.0,597.65,597.65,1.03,55.22,True,0.0,Malleshwaram,Nelamangala,Marathahalli,1.0,True
a24e451a-ce93-4be9-81a9-759c67d6ee16,e5a94d98-a134-4fb7-ba79-c4a83fe6d338,1.57,6.86,1.46,30,91.2,1.0,0.0,10,0.0,101.2,101.2,1.11,70.0,False,0.0,Rajaji Nagar,Malleshwaram,Shivajinagar,1.0,False
cdf79b4d-5707-4319-af97-45d61a3bfe0e,8d3fcfb9-29b2-41c5-8b7c-7fc141df71fe,18.1,112.66,2.07,30,317.7,1.33,105.65,0,0.0,423.35,423.35,1.33,24.2,True,43.0,Govindraj Nagar,KR Puram,Mysore Road,1.0,False
27d1d838-2e6f-4fcf-87ff-7187fc7c4318,ca58d0fa-0288-4387-9f66-b505194d96f7,53.56,257.31,1.6,30,121.95,1.26,32.08,10,0.0,164.03,164.03,1.35,72.31,True,0.0,Channapatna,Hosur Road,Jayanagar,1.0,True
852035f7-45bc-4f76-a0cd-9d85e661de36,ebe19efb-e450-4c6f-bc6a-083e7e9a0cf7,3.13,21.55,2.29,30,248.55,1.14,34.56,0,0.0,283.11,283.11,1.14,35.0,False,17.0,BTM Layout,Jayanagar,Mahadevapura,1.0,False
2ec2c495-405b-417c-97b4-2368abee4857,63bb4bf7-0275-4063-b64b-ab84ac6c57ca,60.07,164.63,0.91,30,121.65,1.0,0.0,20,0.0,141.65,141.65,1.16,50.0,True,0.0,Kanakapura,KR Puram,Marathahalli,1.0,True
ebe79791-fa74-4c83-bffa-c48e46057011,bdaed21a-9485-44fa-a341-6f68c1f86196,5.04,19.59,1.3,30,138.45,1.0,0.0,0,0.0,138.45,138.45,1.0,39.82,True,0.0,Dasarahalli,Mahalakshmi Layout,Basavanagudi,1.0,False
33fcb027-d299-4d2e-8629-13a06cf94f9e,3094aac3-d4c9-4203-9905-bb8397eaaabc,13.58,112.31,2.76,30,180.45,1.2,36.56,10,45.11,227.01,272.12,1.51,45.4,True,11.0,Marathahalli,Gandhi Nagar,Byatarayanapura,1.25,True
7d824a69-8609-464b-a819-13bf0327f545,aeec4508-cd4e-4390-9ddf-8ca2c8d6340c,7.89,39.51,1.67,30,147.45,1.37,54.62,0,0.0,202.07,202.07,1.37,43.16,True,0.0,Indiranagar,Gandhi Nagar,Yeshwantpur,1.0,False
4cf7af2b-b129-4145-a65c-06e22f4effd9,f01b73fd-7339-4cb7-ae64-a4f3acbad751,8.8,37.14,1.41,30,241.2,1.26,63.23,0,0.0,304.43,304.43,1.26,81.22,True,53.0,Madiwala,Pulakeshinagar,Whitefield,1.0,True
f68154f7-c217-4609-a839-a80882c2c1ed,627336c7-cf83-4990-8cee-b9655e72048e,13.58,46.38,1.14,30,189.45,1.0,0.0,0,0.0,189.45,189.45,1.0,40.0,True,0.0,Pulakeshinagar,Rajarajeshwarinagar,Bommanahalli,1.0,True
f387dbfb-d7c0-4517-b191-3ba10073b6e7,ed1e6aa9-f8e8-4ade-a9aa-c6ce03ea65ad,39.09,144.56,1.23,30,583.05,1.0,0.0,0,0.0,583.05,583.05,1.0,35.0,True,0.0,Basavanagudi,Doddaballapur,Indiranagar,1.0,False
32cd48eb-f9aa-48db-b3b6-3a7075ab4657,acbe5874-524a-4899-aee9-ec8be8e2aeaf,10.91,36.85,1.13,30,111.0,1.0,0.0,0,0.0,111.0,111.0,1.0,40.0,True,0.0,Madiwala,Rajarajeshwarinagar,Govindraj Nagar,1.0,True
f8f79a36-58bb-43d5-854b-de830715cfb1,ae54f161-5205-451f-87b9-8dd4a1ef4aa5,14.07,92.66,2.19,30,301.35,1.42,126.49,0,0.0,427.84,427.84,1.42,23.2,True,0.0,Hennur,Vijay Nagar,Mahadevapura,1.0,False
c2850c71-fd51-40f1-ad10-d3b7bc1a909c,271c3841-8fa0-4bef-8ca1-910585cdb0c3,17.35,65.94,1.27,30,249.9,1.07,17.11,10,0.0,277.01,277.01,1.11,35.0,True,0.0,Mysore Road,Yelahanka,Shanti Nagar,1.0,False
2bebf90c-bc32-45df-8502-0f3b425bbe96,7bd78bf9-b9ee-46ca-9392-cbce3f2183fb,24.11,71.48,0.99,30,169.65,1.0,0.0,0,0.0,169.65,169.65,1.0,40.0,True,0.0,Hoskote,Malleshwaram,CV Raman Nagar,1.0,True
bc621415-cced-4114-837d-a597ed96c3c5,9d867218-a3b4-4160-bf96-a01338b1f4ee,13.41,71.59,1.78,30,269.55,1.0,0.0,0,0.0,269.55,269.55,1.0,33.19,True,0.0,Sarvagnanagar,Bommanahalli,Hennur,1.0,False
76235663-6717-4e03-b759-40a36d1230ef,e1643540-3fd1-49a7-b201-480d5ab76851,43.85,127.72,0.97,30,665.7,1.0,0.0,0,0.0,665.7,665.7,1.0,60.0,True,0.0,Nelamangala,Hoskote,Anekal,1.0,True
f78c2c74-793e-4085-a199-f467476689f5,96b6af53-5d84-40eb-8791-16d794899c2b,36.82,218.47,1.98,30,203.1,1.0,0.0,10,0.0,213.1,213.1,1.05,36.32,True,0.0,Devanahalli,Jayanagar,Mahalakshmi Layout,1.0,True
f90435f4-9e49-4f1f-a6bc-dcad8191a05f,41511541-36fb-4a5c-9720-4f7e890b18a3,60.77,179.08,0.98,30,1316.7,1.0,0.0,20,329.18,1336.7,1665.88,1.27,25.0,True,0.0,Pulakeshinagar,Channapatna,Devanahalli,1.25,False
f8f94b16-182d-4c4a-a4b2-14757fc180fd,b4904503-875f-4cd1-8e43-fce730db278f,26.06,144.66,1.85,30,174.75,1.0,0.0,10,0.0,184.75,184.75,1.06,58.96,True,0.0,Hoskote,HSR Layout,Chamrajpet,1.0,True
395dc883-55bc-4490-99a5-a68df15dbdd9,11c77290-ae27-48b7-a1db-af10905a9c82,43.13,173.91,1.34,30,303.45,1.31,95.5,0,0.0,398.95,398.95,1.31,71.8,True,0.0,Doddaballapur,Whitefield,Bannerghatta,1.0,True
1741f915-4345-4c25-ab0d-daefad24644e,970f25bc-79ce-41db-b8af-2da3e0dfa715,13.55,34.87,0.86,30,171.0,1.0,0.0,10,0.0,181.0,181.0,1.06,80.0,True,0.0,Rajaji Nagar,Hosur Road,Indiranagar,1.0,True
7242c8fd-3e70-454b-a52a-e3ecdfa7d41c,540d2fb1-21ab-46bf-964e-85edbd6b8bc6,23.82,104.42,1.46,30,549.15,1.19,102.32,20,0.0,671.47,671.47,1.22,70.0,True,0.0,Koramangala,Anekal,Rajaji Nagar,1.0,True
e8f65271-f1af-4027-94f8-05e1b7ccc0c6,271c3841-8fa0-4bef-8ca1-910585cdb0c3,10.19,49.55,1.62,30,249.9,1.38,94.93,10,0.0,354.83,354.83,1.42,63.94,True,0.0,Mekhri Circle,Yelahanka,Shanti Nagar,1.0,True
947b351a-1c64-4554-9469-b80757ee42b3,a0403c90-de42-4ca4-bdf1-f36459e129d3,1.39,7.88,1.89,30,164.25,1.0,0.0,10,0.0,174.25,174.25,1.06,61.48,False,0.0,Shivajinagar,Shanti Nagar,Hosur Road,1.0,False
493a7c85-133f-4815-b97c-8c1bca199e2c,da0c32c7-5264-42ba-9f6a-b4affdf5c1f2,16.44,83.7,1.7,30,347.4,1.0,0.0,0,0.0,347.4,347.4,1.0,23.16,True,0.0,Shanti Nagar,Yelahanka,HSR Layout,1.0,False
62baf2d0-33b8-4e05-a8fb-cdeee0fbf7de,fbfc0c07-f31c-45d5-ae9c-e45d93902051,10.08,58.85,1.95,30,64.95,1.0,0.0,0,16.24,64.95,81.19,1.25,33.27,True,0.0,Bannerghatta,Shanti Nagar,Chickpet,1.25,True
4e551f0d-92f9-49bd-89d7-2b30020cada6,ff949129-a3c5-4bb8-af37-87ca283acbc6,5.55,28.44,1.71,30,272.1,1.11,28.86,20,0.0,320.96,320.96,1.18,54.72,True,37.0,Yeshwantpur,Hebbal,Hosur Road,1.0,False
3228f4ce-cdbe-4fcc-bffa-f75ef6f1c158,58d7fe89-4a21-448b-99e1-994ca6cb194d,7.03,36.16,1.71,30,241.35,1.0,0.0,0,0.0,241.35,241.35,1.0,76.97,True,0.0,Mekhri Circle,Hennur,Madiwala,1.0,True
5ef9f77b-71e3-46cd-9cd6-6e86a55cb9b1,c89f143e-c064-4557-a049-d60dc8b2aa86,5.11,24.66,1.61,30,624.3,1.43,268.43,10,0.0,902.73,902.73,1.45,99.96,True,0.0,Gandhi Nagar,Mekhri Circle,Magadi,1.0,True
e7302d39-dfb6-4b14-8e13-dd7a1e9b26b9,0c70bd91-43a1-4ff1-87d7-125b133a3dfb,8.01,70.05,2.91,30,189.6,1.44,84.23,0,0.0,273.83,273.83,1.44,24.73,True,66.0,BTM Layout,Pulakeshinagar,JP Nagar,1.0,False
6df54051-7698-4424-b79a-d6761a6b9e88,3f6a09f7-8e5d-4ad1-a959-81df6852b9d6,10.16,35.07,1.15,30,96.6,1.0,0.0,0,0.0,96.6,96.6,1.0,60.0,True,0.0,BTM Layout,Vijay Nagar,Gandhi Nagar,1.0,True
ce614bf3-9182-405b-a4a9-f5624e72f922,fcd2997a-3244-4231-86ef-60ecf84ceff1,10.86,39.07,1.2,30,238.8,1.21,51.33,20,0.0,310.13,310.13,1.3,75.6,True,0.0,Indiranagar,Whitefield,Koramangala,1.0,True
294d161d-fec7-4c4b-8072-d8361131a045,af3029ac-cb5b-4bda-a48a-17bfd85a2483,43.56,144.91,1.11,30,209.55,1.0,0.0,20,0.0,229.55,229.55,1.1,60.0,True,0.0,Magadi,Pulakeshinagar,Dasarahalli,1.0,False
f8f79a36-58bb-43d5-854b-de830715cfb1,5e4833e3-115d-40fa-84da-bb7869c5c923,10.85,51.42,1.58,30,106.95,1.25,26.44,10,0.0,143.39,143.39,1.34,53.39,True,0.0,Hennur,Chickpet,Vijay Nagar,1.0,False
dcce61d8-5fd4-4182-8a66-4950943c6095,f69ad679-7a78-4f52-9c27-6ac27e61f4c9,9.43,48.13,1.7,30,106.95,1.0,0.0,10,0.0,116.95,116.95,1.09,55.78,True,0.0,Byatarayanapura,Rajaji Nagar,Mysore Road,1.0,True
48d521cc-3504-4fac-b89f-89aeedb6c97d,b30997e5-5045-40bf-bff5-2a14be27b8ee,58.15,485.53,2.78,30,556.65,1.27,148.24,0,0.0,704.89,704.89,1.27,64.0,True,0.0,Magadi,Anekal,Rajaji Nagar,1.0,True
